brand_final,size_oz_rounded,STORE,n_weeks,mean_q,mean_p,p_min,p_max,unit_price_std,mean_cost,mean_promo,mean_log_comp_price,revenue_total,unit_price_cv,baseline_q,baseline_rev,baseline_margin,baseline_profit,opt_price,opt_promo,opt_q,opt_rev,opt_profit,opt_hits_upper,opt_hits_lower,profit_lift_abs,profit_lift_pct,q_lift_ratio
Kellogg's,17.9,59,345,16.113,3.8026,1.84,4.19,0.3598,3.3173,0.0406,1.0525,20385.1902,0.0946,16.113,61.2714,0.4853,7.8192,4.8185,1,16.1214,77.6809,24.201,True,False,16.3818,209.5087,1.0005
Kellogg's,17.9,67,244,9.4344,3.8543,1.92,4.35,0.3855,3.2761,0.0451,1.079,8382.88,0.1,9.4344,36.3628,0.5782,5.4548,5.0025,1,9.0389,45.2169,15.6049,True,False,10.1501,186.0742,0.9581
Kellogg's,17.9,68,202,7.7475,3.9081,1.99,4.49,0.461,3.1845,0.0545,1.0758,6099.5799,0.118,7.7475,30.2779,0.7236,5.606,5.1635,1,7.169,37.0172,14.1875,True,False,8.5816,153.0795,0.9253
Kellogg's,17.9,70,348,21.9856,3.8168,1.84,4.29,0.3724,3.3292,0.0431,1.0612,27961.3303,0.0976,21.9856,83.915,0.4876,10.7196,4.9335,1,21.2324,104.75,34.0623,True,False,23.3427,217.758,0.9657
Kellogg's,17.9,71,219,10.9315,3.8887,1.92,4.35,0.406,3.1892,0.0274,1.0601,8924.04,0.1044,10.9315,42.5096,0.6996,7.6471,5.0025,1,10.7161,53.6071,19.4318,True,False,11.7846,154.1048,0.9803
Kellogg's,17.9,72,219,10.79,3.9074,1.99,4.49,0.4697,3.1757,0.0548,1.0871,8874.7799,0.1202,10.79,42.1611,0.7317,7.8949,5.1635,1,9.98,51.5319,19.8378,True,False,11.9429,151.2726,0.9249
Kellogg's,17.9,74,348,12.4741,3.9018,1.92,4.35,0.3755,3.3201,0.0575,1.0751,16285.9499,0.0962,12.4741,48.6721,0.5818,7.257,5.0025,1,12.1427,60.7441,20.4292,True,False,13.1723,181.5114,0.9734
Kellogg's,17.9,81,229,16.3013,3.8397,1.92,4.35,0.4244,3.2219,0.0524,1.0673,13967.9599,0.1105,16.3013,62.5928,0.6178,10.0716,5.0025,1,15.4679,77.3782,27.5422,True,False,17.4706,173.4635,0.9489
Kellogg's,17.9,84,315,12.927,3.8246,1.92,4.35,0.3789,3.2868,0.0476,1.0793,15229.6199,0.0991,12.927,49.441,0.5378,6.9527,5.0025,1,12.2078,61.0693,20.945,True,False,13.9923,201.2479,0.9444
Kellogg's,17.9,86,264,10.9129,3.8968,1.92,4.49,0.4234,3.255,0.0492,1.0621,11030.5698,0.1086,10.9129,42.5251,0.6418,7.0039,5.1635,1,10.07,51.9967,19.2189,True,False,12.215,174.4034,0.9228
Kellogg's,17.9,88,196,7.3418,3.8149,1.92,4.35,0.4163,3.1986,0.0612,1.056,5177.48,0.1091,7.3418,28.0084,0.6163,4.5244,5.0025,1,6.8629,34.3317,12.3797,True,False,7.8553,173.6186,0.9348
Kellogg's,17.9,91,196,8.5867,3.799,1.92,4.35,0.424,3.1859,0.0561,1.0367,6009.5699,0.1116,8.5867,32.6208,0.6131,5.2644,5.0025,1,7.9862,39.951,14.5078,True,False,9.2434,175.5827,0.9301
Kellogg's,17.9,92,275,6.92,3.8388,1.92,4.35,0.3656,3.2877,0.0691,1.0685,6938.57,0.0952,6.92,26.5648,0.5511,3.8137,5.0025,1,6.517,32.6012,11.1751,True,False,7.3614,193.0249,0.9418
Kellogg's,17.9,94,276,12.7174,3.8167,1.92,4.35,0.3838,3.266,0.0399,1.0913,12550.36,0.1006,12.7174,48.538,0.5507,7.0034,5.0025,1,12.0064,60.0618,20.8493,True,False,13.846,197.7045,0.9441
Kellogg's,17.9,95,219,8.2511,3.9464,1.99,4.49,0.4702,3.2198,0.0594,1.0734,6692.0199,0.1192,8.2511,32.5626,0.7266,5.9953,5.1635,1,7.7487,40.0106,15.0609,True,False,9.0656,151.2128,0.9391
Kellogg's,17.9,98,343,13.5248,3.8576,1.92,4.35,0.3981,3.3217,0.0496,1.0697,16999.4399,0.1032,13.5248,52.173,0.5358,7.2472,5.0025,1,12.9522,64.7936,21.7696,True,False,14.5224,200.3856,0.9577
Kellogg's,17.9,100,247,8.5911,3.8998,1.92,4.49,0.4228,3.2404,0.0486,1.0728,7768.8499,0.1084,8.5911,33.5035,0.6594,5.665,5.1635,1,7.9404,41.0003,15.2703,True,False,9.6053,169.5537,0.9243
Kellogg's,17.9,101,335,14.9791,3.8387,1.92,4.35,0.3776,3.2989,0.0567,1.0794,18578.6399,0.0984,14.9791,57.5001,0.5398,8.0859,5.0025,1,14.1804,70.9376,24.1581,True,False,16.0722,198.7682,0.9467
Kellogg's,17.9,102,288,18.2778,3.8272,1.92,4.35,0.3884,3.2679,0.0417,1.0708,19237.31,0.1015,18.2778,69.9521,0.5593,10.2222,5.0025,1,17.3246,86.6661,30.0512,True,False,19.829,193.9796,0.9478
Kellogg's,17.9,103,331,11.7069,3.8857,1.92,4.35,0.3906,3.307,0.0544,1.0672,14190.7099,0.1005,11.7069,45.4895,0.5787,6.7747,5.0025,1,11.3295,56.6757,19.2092,True,False,12.4345,183.544,0.9678
Kellogg's,17.9,106,322,9.0807,3.915,1.92,4.35,0.3702,3.3053,0.0621,1.0766,10740.34,0.0946,9.0807,35.5508,0.6097,5.5364,5.0025,1,8.8734,44.389,15.06,True,False,9.5236,172.0174,0.9772
Kellogg's,17.9,107,336,18.4792,3.9268,1.92,4.35,0.3752,3.3257,0.0446,1.1022,23801.7298,0.0955,18.4792,72.5637,0.6011,11.108,5.0025,1,18.2873,91.4821,30.6645,True,False,19.5565,176.0582,0.9896
Kellogg's,17.9,110,340,13.7059,3.8721,1.92,4.35,0.3863,3.322,0.0559,1.079,16961.0899,0.0998,13.7059,53.0708,0.5501,7.5397,5.0025,1,13.1756,65.911,22.1415,True,False,14.6018,193.6655,0.9613
Kellogg's,17.9,112,353,25.4901,3.8565,1.92,4.35,0.3983,3.3254,0.0538,1.1122,34235.2797,0.1033,25.4901,98.3032,0.5312,13.5391,5.0025,1,24.3551,121.8363,40.8466,True,False,27.3074,201.6923,0.9555
Kellogg's,17.9,113,287,12.7805,3.8874,1.92,4.35,0.3898,3.2737,0.0453,1.0923,13800.9299,0.1003,12.7805,49.6823,0.6137,7.843,5.0025,1,12.4257,62.1595,21.4817,True,False,13.6387,173.8971,0.9722
Kellogg's,17.9,114,275,5.9673,3.8677,1.92,4.49,0.417,3.2942,0.0618,1.0542,6033.73,0.1078,5.9673,23.0795,0.5735,3.4223,5.1635,1,5.4064,27.9161,10.1064,True,False,6.6842,195.3147,0.906
Kellogg's,17.9,115,345,24.6348,3.912,1.92,4.35,0.373,3.3183,0.0406,1.1165,33080.0599,0.0953,24.6348,96.371,0.5937,14.6247,5.0025,1,24.2625,121.3732,40.8622,True,False,26.2376,179.4063,0.9849
Kellogg's,17.9,116,232,13.8491,3.84,1.92,4.35,0.4245,3.2265,0.0172,1.066,12009.5199,0.1105,13.8491,53.1807,0.6135,8.497,5.0025,1,13.3414,66.7404,23.6949,True,False,15.1979,178.8613,0.9633
Kellogg's,17.9,121,354,19.1073,3.8614,1.92,4.35,0.4006,3.3237,0.0508,1.1039,25696.3198,0.1038,19.1073,73.7803,0.5376,10.2723,5.0025,1,18.3193,91.6425,30.7537,True,False,20.4814,199.384,0.9588
Kellogg's,17.9,122,349,22.8539,3.8606,1.84,4.35,0.4129,3.319,0.0401,1.0956,30012.25,0.1069,22.8539,88.2303,0.5416,12.3779,5.0025,1,22.0048,110.0791,37.0447,True,False,24.6668,199.2802,0.9628
Kellogg's,17.9,123,259,10.2934,3.9179,1.92,4.49,0.4262,3.2393,0.0425,1.092,9529.91,0.1088,10.2934,40.3288,0.6786,6.9856,5.1635,1,9.6154,49.649,18.5022,True,False,11.5166,164.861,0.9341
Kellogg's,17.9,126,347,31.3487,3.928,1.92,4.35,0.3766,3.3321,0.0375,1.1086,42109.1196,0.0959,31.3487,123.1369,0.5959,18.6798,5.0025,1,31.1347,155.7512,52.0073,True,False,33.3275,178.4141,0.9932
Kellogg's,17.9,128,226,16.0885,3.9459,1.93,4.49,0.4603,3.2205,0.0398,1.0869,13585.4698,0.1166,16.0885,63.4841,0.7255,11.6717,5.1635,1,15.232,78.6506,29.5965,True,False,17.9247,153.5737,0.9468
Kellogg's,17.9,131,351,17.9003,3.8821,1.92,4.35,0.385,3.3299,0.0513,1.0915,23392.1098,0.0992,17.9003,69.4898,0.5522,9.8844,5.0025,1,17.3181,86.6336,28.9669,True,False,19.0825,193.0557,0.9675
Kellogg's,17.9,132,349,17.4441,3.8873,1.92,4.35,0.3954,3.3212,0.0344,1.0827,22980.3499,0.1017,17.4441,67.8113,0.5661,9.8758,5.0025,1,17.039,85.2374,28.6475,True,False,18.7718,190.0789,0.9768
Kellogg's,18.0,2,359,60.1448,3.1818,1.0622,4.69,0.5933,2.5805,0.1309,1.126,60655.2403,0.1865,60.1448,191.3674,0.6012,36.1611,5.3935,1,35.0234,188.8987,98.5194,True,False,62.3583,172.4457,0.5823
Kellogg's,18.0,5,322,74.2547,3.1852,1.1272,4.52,0.6065,2.6834,0.1242,1.1104,69320.2903,0.1904,74.2547,236.5149,0.5018,37.2629,5.198,1,46.3052,240.6946,116.4409,True,False,79.178,212.4851,0.6236
Kellogg's,18.0,8,361,115.3296,3.0725,0.9707,4.55,0.6875,2.535,0.1163,1.0811,109189.1903,0.2238,115.3296,354.3467,0.5375,61.9852,5.2325,1,67.0367,350.7693,180.8309,True,False,118.8457,191.7323,0.5813
Kellogg's,18.0,9,359,81.6267,3.164,0.9914,4.69,0.6467,2.6222,0.1226,1.0946,81248.7306,0.2044,81.6267,258.2643,0.5418,44.2257,5.3935,1,47.2422,254.801,130.9242,True,False,86.6985,196.0362,0.5788
Kellogg's,18.0,12,361,85.4377,3.0939,0.9761,4.69,0.6548,2.4632,0.1274,1.1014,81497.5204,0.2116,85.4377,264.3389,0.6307,53.8853,5.3935,1,47.4737,256.0497,139.1103,True,False,85.2251,158.1602,0.5557
Kellogg's,18.0,18,356,129.1011,3.1124,0.9692,4.55,0.6125,2.6314,0.1208,1.0747,121294.9295,0.1968,129.1011,401.8161,0.481,62.0963,5.2325,1,76.5895,400.7546,199.2152,True,False,137.1188,220.8163,0.5933
Kellogg's,18.0,28,361,48.3019,3.0854,1.0826,4.55,0.6063,2.5854,0.1191,1.0865,48665.8102,0.1965,48.3019,149.0284,0.4999,24.147,5.2325,1,28.2463,147.7988,74.7699,True,False,50.6229,209.6447,0.5848
Kellogg's,18.0,33,362,71.3867,3.139,1.2158,4.69,0.6582,2.5395,0.1326,1.092,74557.4603,0.2097,71.3867,224.0812,0.5995,42.7973,5.3935,1,40.5794,218.8649,115.8151,True,False,73.0178,170.6132,0.5684
Kellogg's,18.0,44,358,96.2151,3.2204,1.1096,4.55,0.6337,2.6984,0.1257,1.1146,102887.54,0.1968,96.2151,309.8498,0.5219,50.2184,5.2325,1,60.4169,316.1317,153.0997,True,False,102.8813,204.8677,0.6279
Kellogg's,18.0,47,357,57.2241,3.0113,1.0311,4.55,0.6273,2.5323,0.112,1.0906,55575.5998,0.2083,57.2241,172.3192,0.479,27.409,5.2325,1,32.1855,168.4108,86.9065,True,False,59.4975,217.0728,0.5624
Kellogg's,18.0,48,319,35.5549,3.1188,1.0479,4.52,0.6343,2.6524,0.1285,1.0951,30952.65,0.2034,35.5549,110.8872,0.4664,16.5833,5.198,1,21.3401,110.9257,54.3244,True,False,37.7411,227.5846,0.6002
Kellogg's,18.0,51,351,56.3077,3.1452,1.0607,4.55,0.6513,2.6365,0.1111,1.088,54032.8705,0.2071,56.3077,177.0975,0.5087,28.6448,5.2325,1,34.1552,178.7171,88.6685,True,False,60.0236,209.5445,0.6066
Kellogg's,18.0,53,364,95.522,3.1827,1.0593,4.69,0.631,2.5583,0.1154,1.126,96370.0797,0.1983,95.522,304.0193,0.6244,59.6426,5.3935,1,56.0228,302.1592,158.8343,True,False,99.1917,166.3102,0.5865
Kellogg's,18.0,54,363,46.6474,3.2186,1.0116,4.55,0.6604,2.6972,0.1157,1.0958,48458.6104,0.2052,46.6474,150.1394,0.5214,24.3212,5.2325,1,29.3887,153.7764,74.5086,True,False,50.1874,206.3529,0.63
Kellogg's,18.0,56,361,55.1634,3.0832,1.0263,4.55,0.6299,2.6057,0.1247,1.0896,54321.4899,0.2043,55.1634,170.0784,0.4775,26.3402,5.2325,1,32.1434,168.1902,84.4349,True,False,58.0947,220.5551,0.5827
Kellogg's,18.0,67,347,53.7752,3.0643,1.007,4.55,0.5974,2.561,0.1268,1.0901,50387.3101,0.195,53.7752,164.7853,0.5033,27.0656,5.2325,1,30.976,162.0821,82.7517,True,False,55.6861,205.745,0.576
Kellogg's,18.0,68,360,69.2917,3.0928,0.9552,4.69,0.6054,2.5114,0.1194,1.0965,66938.4605,0.1957,69.2917,214.3039,0.5814,40.284,5.3935,1,38.6086,208.2353,111.2733,True,False,70.9893,176.222,0.5572
Kellogg's,18.0,71,361,95.1136,3.0682,0.9826,4.69,0.596,2.5207,0.1274,1.0853,90174.0207,0.1942,95.1136,291.8238,0.5475,52.0748,5.3935,1,52.0918,280.9572,149.6514,True,False,97.5766,187.3778,0.5477
Kellogg's,18.0,74,361,132.9141,3.1475,1.0256,4.55,0.6286,2.6363,0.1136,1.0771,129026.9101,0.1997,132.9141,418.3519,0.5112,67.9503,5.2325,1,80.643,421.9646,209.3654,True,False,141.4151,208.1154,0.6067
Kellogg's,18.0,75,360,65.0667,3.0033,1.0273,4.69,0.5893,2.4014,0.1333,1.0939,62782.3902,0.1962,65.0667,195.4168,0.602,39.1685,5.3935,1,34.2584,184.7725,102.5059,True,False,63.3374,161.705,0.5265
Kellogg's,18.0,77,351,64.4701,3.1372,1.1423,4.29,0.6172,2.7185,0.1168,1.0806,66403.6101,0.1967,64.4701,202.2564,0.4187,26.9931,4.9335,1,42.9969,212.125,95.2371,True,False,68.244,252.8206,0.6669
Kellogg's,18.0,78,364,75.3819,3.006,1.0012,4.55,0.6943,2.5787,0.1264,1.0634,71239.6201,0.231,75.3819,226.5958,0.4273,32.2101,5.2325,1,42.0109,219.8221,111.4894,True,False,79.2794,246.1323,0.5573
Kellogg's,18.0,80,363,97.8044,3.1556,1.0488,4.55,0.692,2.6872,0.1212,1.0899,99727.1997,0.2193,97.8044,308.6295,0.4684,45.8133,5.2325,1,59.4091,310.8579,151.2162,True,False,105.4029,230.0708,0.6074
Kellogg's,18.0,81,359,83.5292,3.1999,1.0838,4.55,0.644,2.6566,0.1253,1.1083,83844.0702,0.2013,83.5292,267.2866,0.5433,45.3804,5.2325,1,51.8842,271.4839,133.6469,True,False,88.2665,194.5037,0.6211
Kellogg's,18.0,84,363,69.3912,3.0649,0.9698,4.55,0.6162,2.628,0.124,1.0826,68232.4899,0.2011,69.3912,212.6778,0.4369,30.3147,5.2325,1,40.0327,209.4709,104.2633,True,False,73.9486,243.9366,0.5769
Kellogg's,18.0,86,362,88.9006,3.1129,0.9999,4.55,0.6368,2.5623,0.1215,1.0811,86909.3997,0.2046,88.9006,276.7343,0.5505,48.941,5.2325,1,52.7362,275.942,140.8141,True,False,91.8731,187.7219,0.5932
Kellogg's,18.0,88,361,51.4737,3.0671,1.3204,4.55,0.5564,2.583,0.1108,1.0827,51194.1402,0.1814,51.4737,157.8746,0.4841,24.9176,5.2325,1,29.8999,156.4513,79.2196,True,False,54.302,217.926,0.5809
Kellogg's,18.0,93,350,79.3714,3.1589,1.0014,4.69,0.5937,2.5217,0.1343,1.1207,76157.4508,0.188,79.3714,250.728,0.6373,50.5799,5.3935,1,45.5817,245.8452,130.9033,True,False,80.3234,158.8051,0.5743
Kellogg's,18.0,94,356,55.4691,3.2061,1.2227,4.55,0.6115,2.7108,0.1152,1.101,56163.7103,0.1907,55.4691,177.8404,0.4953,27.4757,5.2325,1,34.7206,181.6755,87.5555,True,False,60.0798,218.6654,0.6259
Kellogg's,18.0,95,358,88.2709,3.1391,0.9806,4.69,0.5805,2.5033,0.1229,1.0985,82791.4805,0.1849,88.2709,277.0938,0.6359,56.1282,5.3935,1,50.3894,271.775,145.6371,True,False,89.5089,159.4722,0.5708
Kellogg's,18.0,98,359,102.5153,3.0919,1.0433,4.55,0.6707,2.6131,0.1114,1.0725,99270.8804,0.2169,102.5153,316.9683,0.4788,49.0875,5.2325,1,60.3679,315.8749,158.1288,True,False,109.0413,222.1364,0.5889
Kellogg's,18.0,101,365,87.9507,3.0616,1.0477,4.55,0.6311,2.5837,0.1014,1.082,86675.7101,0.2061,87.9507,269.2736,0.4779,42.0343,5.2325,1,51.1374,267.5764,135.4521,True,False,93.4178,222.2416,0.5814
Kellogg's,18.0,102,357,127.8599,3.0053,1.033,4.55,0.6248,2.5183,0.1176,1.0776,117051.2312,0.2079,127.8599,384.2616,0.487,62.272,5.2325,1,71.497,374.1083,194.0573,True,False,131.7853,211.6284,0.5592
Kellogg's,18.0,104,355,56.8056,3.1556,1.068,4.55,0.6743,2.6205,0.1183,1.1077,56427.4503,0.2137,56.8056,179.2533,0.5351,30.3946,5.2325,1,34.5476,180.7705,90.2387,True,False,59.8441,196.8907,0.6082
Kellogg's,18.0,106,357,37.9524,3.0996,0.9645,4.55,0.7217,2.5798,0.1232,1.0781,34884.1998,0.2329,37.9524,117.6356,0.5197,19.7251,5.2325,1,22.3314,116.8491,59.238,True,False,39.5129,200.3172,0.5884
Kellogg's,18.0,107,357,94.6723,3.199,1.0465,4.55,0.6366,2.6595,0.1148,1.1043,95915.2904,0.199,94.6723,302.8524,0.5395,51.0731,5.2325,1,59.0392,308.9228,151.909,True,False,100.8359,197.4344,0.6236
Kellogg's,18.0,110,358,58.1788,3.0589,0.9868,4.55,0.6308,2.5733,0.1257,1.0803,54581.5899,0.2062,58.1788,177.9602,0.4855,28.2472,5.2325,1,33.4248,174.8952,88.8823,True,False,60.6351,214.6588,0.5745
Kellogg's,18.0,113,360,95.2083,3.1634,1.007,4.55,0.6094,2.6431,0.1167,1.0978,95586.2502,0.1927,95.2083,301.1859,0.5203,49.5402,5.2325,1,58.1941,304.5007,150.6875,True,False,101.1473,204.172,0.6112
Kellogg's,18.0,116,359,56.7939,3.1948,1.1058,4.55,0.6445,2.705,0.1114,1.0892,57768.8999,0.2017,56.7939,181.4453,0.4898,27.8185,5.2325,1,35.39,185.178,89.4485,True,False,61.63,221.5436,0.6231
Kellogg's,18.0,117,312,45.3301,3.0832,1.0284,4.52,0.6376,2.5909,0.125,1.0965,38237.36,0.2068,45.3301,139.7637,0.4924,22.3185,5.198,1,26.7142,138.8606,69.6471,True,False,47.3285,212.0594,0.5893
Kellogg's,18.0,118,273,58.6081,3.0328,1.1914,4.69,0.6327,2.5014,0.1282,1.1039,42847.9004,0.2086,58.6081,177.7469,0.5314,31.1449,5.3935,1,31.4516,169.6344,90.9614,True,False,59.8165,192.0588,0.5366
Kellogg's,18.0,119,360,49.0611,3.1642,1.0506,4.55,0.5996,2.6867,0.1139,1.0951,50514.3601,0.1895,49.0611,155.2392,0.4775,23.4253,5.2325,1,30.0356,157.1615,76.4638,True,False,53.0386,226.4161,0.6122
Kellogg's,18.0,122,362,83.8039,3.1607,1.0785,4.55,0.5953,2.68,0.1105,1.0967,86067.2899,0.1883,83.8039,264.8814,0.4807,40.2882,5.2325,1,51.2825,268.3354,130.8992,True,False,90.611,224.907,0.6119
Kellogg's,18.0,123,356,82.2556,3.0921,0.9678,4.69,0.5991,2.5198,0.1376,1.099,77972.3008,0.1938,82.2556,254.345,0.5723,47.0779,5.3935,1,45.4607,245.1926,130.6409,True,False,83.563,177.4993,0.5527
Kellogg's,18.0,124,352,89.625,3.027,1.0497,4.69,0.6725,2.4555,0.1364,1.1049,82783.4201,0.2222,89.625,271.2962,0.5715,51.224,5.3935,1,47.7715,257.6554,140.3536,True,False,89.1296,173.9995,0.533
Kellogg's,18.0,128,359,114.8747,3.089,0.9647,4.69,0.6018,2.4981,0.117,1.1103,108879.0304,0.1948,114.8747,354.8451,0.5909,67.8787,5.3935,1,63.9379,344.8489,185.1268,True,False,117.2481,172.7317,0.5566
Kellogg's,18.0,131,357,73.6134,3.1197,0.9918,4.55,0.6722,2.6266,0.098,1.0924,73007.1499,0.2155,73.6134,229.6547,0.4931,36.2989,5.2325,1,44.2769,231.679,115.3796,True,False,79.0807,217.8596,0.6015
Kellogg's,18.3,5,321,15.0,2.9069,2.19,3.39,0.3703,2.4786,0.0249,1.1102,14223.8302,0.1274,15.0,43.6042,0.4283,6.4251,3.8985,1,13.6984,53.4033,19.4503,True,False,13.0252,202.7246,0.9132
Kellogg's,18.3,8,360,16.6722,2.9279,2.19,3.55,0.3742,2.4549,0.025,1.0812,17529.3103,0.1278,16.6722,48.8153,0.4731,7.8874,4.0825,1,14.235,58.1143,23.1694,True,False,15.282,193.7536,0.8538
Kellogg's,18.3,9,357,15.0336,2.9247,2.19,3.52,0.3722,2.4561,0.0252,1.0945,15437.5402,0.1273,15.0336,43.9689,0.4686,7.045,4.048,1,12.9994,52.6217,20.6939,True,False,13.6489,193.74,0.8647
Kellogg's,18.3,18,354,15.7599,2.8855,2.19,3.39,0.3634,2.4591,0.0198,1.0747,15771.8303,0.126,15.7599,45.4753,0.4264,6.72,3.8985,1,14.2407,55.5176,20.498,True,False,13.778,205.0294,0.9036
Kellogg's,18.3,28,358,12.2737,2.8855,2.19,3.39,0.3508,2.4541,0.0223,1.0865,12864.3302,0.1216,12.2737,35.4159,0.4314,5.2953,3.8985,1,11.0784,43.1893,16.002,True,False,10.7067,202.1947,0.9026
Kellogg's,18.3,44,355,26.3831,2.9077,2.19,3.39,0.3528,2.4606,0.0197,1.1147,27331.8903,0.1213,26.3831,76.7154,0.4472,11.7973,3.8985,1,24.1588,94.1832,34.7382,True,False,22.9409,194.4587,0.9157
Kellogg's,18.3,47,334,7.3802,2.9021,2.19,3.45,0.373,2.4654,0.024,1.09,7263.8502,0.1285,7.3802,21.4179,0.4366,3.2225,3.9675,1,6.5224,25.8775,9.7971,True,False,6.5746,204.0205,0.8838
Kellogg's,18.3,51,348,11.4195,2.8985,2.28,3.39,0.3453,2.4655,0.0201,1.0877,11401.1601,0.1191,11.4195,33.0993,0.4329,4.9438,3.8985,1,10.3975,40.5347,14.8991,True,False,9.9553,201.3677,0.9105
Kellogg's,18.3,52,358,20.8883,2.9894,2.19,3.52,0.349,2.4546,0.0251,1.1294,22604.17,0.1168,20.8883,62.4431,0.5347,11.1698,4.048,1,18.7581,75.9327,29.8883,True,False,18.7185,167.5807,0.898
Kellogg's,18.3,54,353,8.6006,2.9028,2.19,3.39,0.3556,2.4584,0.0113,1.0962,8848.2301,0.1225,8.6006,24.966,0.4444,3.8225,3.8985,1,7.8807,30.7228,11.349,True,False,7.5266,196.9032,0.9163
Kellogg's,18.3,67,345,12.7884,2.9263,2.19,3.39,0.3399,2.4726,0.0261,1.0905,13001.8402,0.1161,12.7884,37.423,0.4538,5.8029,3.8985,1,11.8076,46.0321,16.837,True,False,11.0341,190.1484,0.9233
Kellogg's,18.3,71,354,14.6045,2.9662,2.21,3.52,0.3123,2.4598,0.0198,1.0856,15505.1602,0.1053,14.6045,43.3201,0.5064,7.3962,4.048,1,12.9697,52.5014,20.5987,True,False,13.2025,178.5051,0.8881
Kellogg's,18.3,74,358,19.067,2.9013,2.19,3.39,0.358,2.4559,0.0196,1.0764,19692.9702,0.1234,19.067,55.3194,0.4454,8.4927,3.8985,1,17.3941,67.8109,25.0927,True,False,16.6,195.4636,0.9123
Kellogg's,18.3,76,360,9.8722,2.8935,2.19,3.45,0.3743,2.4555,0.025,1.0639,10074.7301,0.1294,9.8722,28.5656,0.4381,4.3247,3.9675,1,8.6765,34.424,13.1192,True,False,8.7945,203.3579,0.8789
Kellogg's,18.3,81,357,16.409,2.9327,2.19,3.55,0.3737,2.4564,0.0252,1.1079,17225.5603,0.1274,16.409,48.1219,0.4762,7.8142,4.0825,1,14.048,57.3508,22.8427,True,False,15.0285,192.3228,0.8561
Kellogg's,18.3,86,359,12.156,2.9413,2.19,3.55,0.3723,2.4552,0.0279,1.0804,12923.9502,0.1266,12.156,35.7542,0.486,5.9083,4.0825,1,10.448,42.654,17.0017,True,False,11.0933,187.7576,0.8595
Kellogg's,18.3,88,348,8.3592,2.8808,2.19,3.39,0.3528,2.455,0.0259,1.0827,8294.0501,0.1225,8.3592,24.0812,0.4258,3.5592,3.8985,1,7.5126,29.2879,10.8443,True,False,7.2851,204.6831,0.8987
Kellogg's,18.3,89,346,8.6503,2.9183,2.19,3.55,0.3676,2.4633,0.0202,1.0512,8646.8501,0.126,8.6503,25.2438,0.4549,3.9354,4.0825,1,7.3586,30.0414,11.9148,True,False,7.9795,202.7631,0.8507
Kellogg's,18.3,90,277,5.787,2.9526,2.19,3.52,0.3949,2.4334,0.0289,1.0781,4691.1,0.1337,5.787,17.0869,0.5192,3.0049,4.048,1,5.0788,20.5592,8.2004,True,False,5.1955,172.9013,0.8776
Kellogg's,18.3,91,360,12.7167,2.8996,2.19,3.39,0.3523,2.4539,0.025,1.0714,13154.8702,0.1215,12.7167,36.8737,0.4458,5.6689,3.8985,1,11.5624,45.0762,16.7036,True,False,11.0347,194.6537,0.9092
Kellogg's,18.3,92,295,7.9153,2.8776,2.19,3.39,0.3681,2.4604,0.0271,1.0736,6591.1,0.1279,7.9153,22.7772,0.4173,3.3027,3.8985,1,7.0963,27.6649,10.2054,True,False,6.9027,209.0007,0.8965
Kellogg's,18.3,94,350,8.6743,2.8892,2.19,3.39,0.3435,2.4585,0.0229,1.101,8671.8801,0.1189,8.6743,25.0615,0.4307,3.7362,3.8985,1,7.845,30.5838,11.2972,True,False,7.561,202.3743,0.9044
Kellogg's,18.3,98,357,13.0336,2.8837,2.19,3.39,0.3621,2.4609,0.0196,1.0722,13331.1602,0.1256,13.0336,37.5854,0.4228,5.5109,3.8985,1,11.7655,45.8679,16.9141,True,False,11.4032,206.9221,0.9027
Kellogg's,18.3,101,364,17.8132,2.8828,2.19,3.45,0.3723,2.455,0.0192,1.082,18669.8804,0.1292,17.8132,51.3524,0.4279,7.6218,3.9675,1,15.5942,61.8698,23.5869,True,False,15.9651,209.4658,0.8754
Kellogg's,18.3,102,355,18.062,2.893,2.19,3.39,0.3455,2.4612,0.0197,1.0774,18148.6302,0.1194,18.062,52.254,0.4319,7.8003,3.8985,1,16.395,63.9159,23.5649,True,False,15.7646,202.1026,0.9077
Kellogg's,18.3,104,354,11.6751,2.8939,2.19,3.39,0.3872,2.4621,0.0282,1.1074,11893.3002,0.1338,11.6751,33.7863,0.4318,5.0413,3.8985,1,10.5643,41.185,15.1749,True,False,10.1336,201.0105,0.9049
Kellogg's,18.3,105,342,8.3246,2.8783,2.19,3.45,0.3709,2.4551,0.0175,1.0699,7950.4101,0.1289,8.3246,23.9604,0.4232,3.523,3.9675,1,7.2729,28.8553,10.9998,True,False,7.4768,212.2276,0.8737
Kellogg's,18.3,106,326,6.4356,2.8963,2.28,3.39,0.3964,2.4654,0.0184,1.0765,6044.1101,0.1369,6.4356,18.6397,0.431,2.7737,3.8985,1,5.8565,22.8314,8.3932,True,False,5.6195,202.598,0.91
Kellogg's,18.3,107,351,22.1339,2.9192,2.19,3.39,0.3535,2.4577,0.0228,1.1032,22836.5304,0.1211,22.1339,64.614,0.4615,10.215,3.8985,1,20.3796,79.4499,29.3625,True,False,19.1475,187.4457,0.9207
