brand_final,size_oz_rounded,STORE,n_weeks,mean_q,mean_p,p_min,p_max,unit_price_std,mean_cost,mean_promo,mean_log_comp_price,revenue_total,unit_price_cv,baseline_q,baseline_rev,baseline_margin,baseline_profit,opt_price,opt_promo,opt_q,opt_rev,opt_profit,opt_hits_upper,opt_hits_lower,profit_lift_abs,profit_lift_pct,q_lift_ratio
General Mills,15.5,114,293,15.0137,3.3376,1.99,3.75,0.2027,2.8801,0.0137,1.0609,14551.9,0.0607,15.0137,50.1089,0.4575,6.8684,4.3125,1,14.6917,63.3581,21.0447,True,False,14.1763,206.3992,0.9786
General Mills,15.5,115,297,29.3098,3.3644,2.0,3.7623,0.2131,2.8656,0.0202,1.1137,29383.99,0.0634,29.3098,98.6107,0.4988,14.6195,4.3267,1,28.8361,124.765,42.1311,True,False,27.5116,188.1841,0.9838
General Mills,15.5,117,277,16.5343,3.3537,1.99,3.6645,0.1907,2.875,0.0253,1.0878,15331.66,0.0569,16.5343,55.4506,0.4787,7.9149,4.2142,1,16.8938,71.1944,22.625,True,False,14.7101,185.8535,1.0217
General Mills,15.5,119,292,20.8288,3.3073,1.99,3.6671,0.1806,2.8736,0.0171,1.0878,19967.8199,0.0546,20.8288,68.8862,0.4337,9.0327,4.2171,1,20.8232,87.8137,27.9763,True,False,18.9436,209.7214,0.9997
General Mills,15.5,121,295,28.9153,3.3359,1.99,3.678,0.2122,2.8704,0.0271,1.0999,28521.9699,0.0636,28.9153,96.4592,0.4655,13.4608,4.2297,1,29.0667,122.9435,39.5104,True,False,26.0496,193.5209,1.0052
General Mills,15.5,123,311,17.5627,3.4338,1.99,3.89,0.2508,2.8594,0.0193,1.0849,18637.7602,0.073,17.5627,60.307,0.5744,10.0874,4.4735,1,16.903,75.6155,27.2823,True,False,17.1949,170.4596,0.9624
General Mills,15.5,124,308,19.8831,3.4353,1.99,3.8523,0.2169,2.8589,0.0227,1.0975,20865.2903,0.0631,19.8831,68.3039,0.5764,11.4599,4.4302,1,19.4466,86.1516,30.5555,True,False,19.0955,166.6287,0.978
General Mills,15.5,126,315,33.0857,3.3135,1.99,3.77,0.2265,2.8424,0.0127,1.0949,34653.8697,0.0684,33.0857,109.6279,0.4711,15.5852,4.3355,1,31.6938,137.4086,47.3221,True,False,31.7369,203.6353,0.9579
General Mills,15.5,129,301,27.711,3.3349,1.99,3.79,0.2105,2.8603,0.0233,1.1095,27633.2098,0.0631,27.711,92.4133,0.4746,13.1522,4.3585,1,26.4789,115.4082,39.6712,True,False,26.519,201.6313,0.9555
General Mills,15.5,134,263,19.5323,3.3816,1.99,3.6683,0.218,2.9043,0.0228,1.0994,17331.8798,0.0645,19.5323,66.0507,0.4773,9.3228,4.2185,1,20.2309,85.3442,26.5873,True,False,17.2645,185.1853,1.0358
General Mills,16.0,8,346,18.6936,2.8433,1.98,3.97,0.5427,2.4117,0.0231,1.0578,18389.5099,0.1909,18.6936,53.1523,0.4316,8.0687,4.5655,1,12.5173,57.1475,26.9596,True,False,18.8908,234.1239,0.6696
General Mills,16.0,9,324,19.5525,2.8714,1.98,3.97,0.5453,2.4601,0.0216,1.0772,19024.0799,0.1899,19.5525,56.1431,0.4114,8.043,4.5655,1,13.325,60.8354,28.0552,True,False,20.0122,248.8158,0.6815
General Mills,16.0,12,339,17.41,2.8383,1.98,4.12,0.5873,2.3922,0.0236,1.0881,17135.9899,0.2069,17.41,49.4155,0.4461,7.7665,4.738,1,10.8988,51.6386,25.566,True,False,17.7995,229.1821,0.626
General Mills,16.0,21,349,11.2264,2.8977,1.9235,3.85,0.601,2.4883,0.0229,1.0446,11540.3699,0.2074,11.2264,32.5304,0.4094,4.5964,4.4275,1,8.1908,36.2647,15.8839,True,False,11.2875,245.5745,0.7296
General Mills,16.0,32,335,25.5433,2.9024,1.98,4.12,0.5799,2.4488,0.0209,1.1184,25921.7199,0.1998,25.5433,74.1381,0.4537,11.5878,4.738,1,16.6386,78.8337,38.0892,True,False,26.5014,228.7012,0.6514
General Mills,16.0,40,246,10.3089,2.8225,1.98,3.61,0.5137,2.4248,0.0325,1.0136,7061.9299,0.182,10.3089,29.0971,0.3977,4.0998,4.1515,1,8.0001,33.2122,13.8136,True,False,9.7137,236.9291,0.776
General Mills,16.0,44,340,27.0294,2.8692,1.98,3.79,0.5374,2.4665,0.0206,1.097,28399.8699,0.1873,27.0294,77.5516,0.4027,10.8835,4.3585,1,19.9396,86.9069,37.7258,True,False,26.8422,246.6316,0.7377
General Mills,16.0,47,260,10.1615,2.8224,1.98,3.7775,0.5814,2.4198,0.0269,1.0435,7735.0,0.206,10.1615,28.6804,0.4026,4.0913,4.3441,1,7.3085,31.749,14.0638,True,False,9.9725,243.7499,0.7192
General Mills,16.0,52,336,27.3601,2.8289,1.98,3.6833,0.5396,2.4196,0.0208,1.119,26848.6999,0.1907,27.3601,77.3992,0.4093,11.1977,4.2358,1,20.6905,87.6417,37.5782,True,False,26.3805,235.5874,0.7562
General Mills,16.0,56,314,14.879,2.8448,1.98,3.7067,0.5035,2.4641,0.0255,1.071,13990.66,0.177,14.879,42.3278,0.3807,5.6641,4.2627,1,11.2159,47.8096,20.1722,True,False,14.5081,256.1426,0.7538
General Mills,16.0,59,333,18.3303,2.8021,1.98,3.6792,0.4652,2.4593,0.018,1.0385,17722.8398,0.166,18.3303,51.3631,0.3428,6.2832,4.231,1,13.6788,57.8756,24.2352,True,False,17.952,285.712,0.7462
General Mills,16.0,62,338,30.1657,2.8899,1.98,4.12,0.591,2.4309,0.0207,1.1428,31747.0697,0.2045,30.1657,87.1754,0.459,13.8451,4.738,1,19.5044,92.412,44.9983,True,False,31.1532,225.0129,0.6466
General Mills,16.0,67,321,12.8037,2.8534,1.98,3.79,0.5248,2.4583,0.0218,1.0649,12180.0299,0.1839,12.8037,36.5337,0.395,5.0577,4.3585,1,9.3508,40.7557,17.768,True,False,12.7103,251.3052,0.7303
General Mills,16.0,71,338,18.6775,2.8253,1.98,3.79,0.5226,2.4289,0.0207,1.0622,18736.43,0.185,18.6775,52.7689,0.3964,7.4029,4.3585,1,13.4156,58.4719,25.8866,True,False,18.4837,249.6814,0.7183
General Mills,16.0,72,322,19.764,2.8569,1.8777,3.93,0.5565,2.4257,0.0248,1.0919,17551.8799,0.1948,19.764,56.4637,0.4312,8.5216,4.5195,1,13.5687,61.3237,28.4097,True,False,19.8881,233.3842,0.6865
General Mills,16.0,73,295,12.2746,2.9014,1.98,3.65,0.549,2.5111,0.0237,1.0367,10561.07,0.1892,12.2746,35.6132,0.3902,4.7901,4.1975,1,9.8384,41.2966,16.5912,True,False,11.801,246.3605,0.8015
General Mills,16.0,74,326,17.2209,2.874,1.9382,3.79,0.5917,2.4647,0.0245,1.05,15893.6799,0.2059,17.2209,49.4933,0.4093,7.0491,4.3585,1,12.7197,55.4389,24.0886,True,False,17.0395,241.7275,0.7386
General Mills,16.0,75,326,14.8865,2.8239,1.98,3.6944,0.5327,2.39,0.0215,1.0823,13946.0199,0.1887,14.8865,42.0384,0.4339,6.4595,4.2486,1,11.1621,47.4236,20.7459,True,False,14.2864,221.171,0.7498
General Mills,16.0,76,331,9.6314,2.844,1.98,3.7775,0.546,2.4404,0.0211,1.0433,9277.74,0.192,9.6314,27.3918,0.4036,3.8877,4.3441,1,7.0362,30.5661,13.3953,True,False,9.5076,244.557,0.7305
General Mills,16.0,77,313,19.4633,2.8743,1.98,3.89,0.5111,2.5038,0.0224,1.0659,18716.7597,0.1778,19.4633,55.9427,0.3705,7.2107,4.4735,1,13.7582,61.5475,27.0997,True,False,19.889,275.8279,0.7069
General Mills,16.0,78,301,18.4485,2.8475,1.8797,3.6145,0.5923,2.4675,0.0266,1.03,16058.8599,0.208,18.4485,52.5313,0.38,7.01,4.1567,1,14.5411,60.4436,24.5636,True,False,17.5536,250.4097,0.7882
General Mills,16.0,80,348,26.3736,2.7928,1.98,3.5988,0.5204,2.42,0.0201,1.0682,26485.6498,0.1863,26.3736,73.6573,0.3729,9.8342,4.1386,1,20.3117,84.0629,34.9093,True,False,25.0751,254.9788,0.7702
General Mills,16.0,81,317,14.3785,2.9235,1.98,3.97,0.6191,2.4761,0.0189,1.0787,13586.5299,0.2118,14.3785,42.0361,0.4474,6.4335,4.5655,1,10.1199,46.2023,21.1446,True,False,14.7111,228.6634,0.7038
General Mills,16.0,83,265,15.1434,2.8238,1.98,3.6456,0.5504,2.4336,0.0264,1.0263,11531.1999,0.1949,15.1434,42.762,0.3902,5.9084,4.1924,1,11.5937,48.6054,20.3904,True,False,14.4821,245.1108,0.7656
General Mills,16.0,84,337,15.6766,2.8381,1.9554,3.6991,0.5472,2.4585,0.0237,1.0614,15760.3399,0.1928,15.6766,44.4922,0.3796,5.9515,4.254,1,11.8197,50.2805,21.2219,True,False,15.2704,256.5786,0.754
General Mills,16.0,86,332,24.3554,2.8991,1.98,3.97,0.5866,2.4553,0.0271,1.062,23786.3798,0.2024,24.3554,70.6087,0.4438,10.8099,4.5655,1,16.8361,76.8654,35.5284,True,False,24.7185,228.6662,0.6913
General Mills,16.0,89,248,7.4758,2.9095,1.98,3.8986,0.6077,2.4642,0.0323,1.0174,5360.28,0.2089,7.4758,21.7509,0.4453,3.3289,4.4834,1,5.3538,24.003,10.8101,True,False,7.4812,224.7358,0.7162
General Mills,16.0,90,277,7.9928,2.9285,1.98,3.97,0.5723,2.4718,0.0253,1.0588,6538.71,0.1954,7.9928,23.4068,0.4567,3.6503,4.5655,1,5.6267,25.6887,11.7807,True,False,8.1304,222.7349,0.704
General Mills,16.0,94,344,14.7122,2.8109,1.98,3.79,0.5263,2.4265,0.0203,1.0789,14700.1099,0.1872,14.7122,41.354,0.3844,5.6554,4.3585,1,10.4761,45.6603,20.2404,True,False,14.5849,257.8917,0.7121
General Mills,16.0,98,344,17.8808,2.8651,1.98,3.79,0.5487,2.47,0.0203,1.0491,17969.0999,0.1915,17.8808,51.2301,0.3951,7.0647,4.3585,1,13.1598,57.3568,24.8524,True,False,17.7876,251.781,0.736
General Mills,16.0,100,261,13.1226,2.8969,1.9487,3.7967,0.6227,2.4413,0.0345,1.0633,10171.11,0.2149,13.1226,38.0152,0.4556,5.9789,4.3662,1,9.7551,42.5924,18.7773,True,False,12.7983,214.0576,0.7434
General Mills,16.0,101,341,20.5543,2.7957,1.98,3.6287,0.5145,2.4129,0.0235,1.0639,20082.0,0.184,20.5543,57.4639,0.3828,7.8677,4.173,1,15.6108,65.1441,27.4761,True,False,19.6085,249.2283,0.7595
General Mills,16.0,102,332,21.4458,2.914,1.98,3.79,0.5435,2.4964,0.0211,1.0544,20856.1999,0.1865,21.4458,62.4933,0.4176,8.9551,4.3585,1,16.2469,70.8121,30.2526,True,False,21.2975,237.8248,0.7576
General Mills,16.0,103,312,9.7212,2.8536,1.98,3.97,0.5466,2.4455,0.0224,1.0578,8831.84,0.1916,9.7212,27.7402,0.4081,3.967,4.5655,1,6.5518,29.9123,13.8898,True,False,9.9228,250.1322,0.674
General Mills,16.0,107,337,24.2255,2.8543,1.98,3.97,0.5316,2.4455,0.0237,1.0889,24063.9898,0.1862,24.2255,69.1478,0.4089,9.9051,4.5655,1,16.3257,74.5348,34.611,True,False,24.7059,249.4249,0.6739
General Mills,16.0,109,339,42.5546,2.9022,1.98,3.7232,0.5803,2.43,0.0177,1.1575,44099.2698,0.2,42.5546,123.5036,0.4722,20.0954,4.2816,1,33.0607,141.5544,61.2164,True,False,41.1209,204.6283,0.7769
General Mills,16.0,110,332,15.2892,2.8717,1.98,3.8,0.5389,2.472,0.0211,1.0631,15182.51,0.1877,15.2892,43.9066,0.3998,6.1126,4.37,1,11.2428,49.1309,21.3393,True,False,15.2267,249.1058,0.7353
General Mills,16.0,112,350,26.2,2.7928,1.98,3.5915,0.5148,2.4234,0.02,1.1002,26508.4899,0.1843,26.2,73.1719,0.3694,9.6792,4.1303,1,20.2494,83.6356,34.5635,True,False,24.8843,257.0892,0.7729
General Mills,16.0,114,326,9.6994,2.8169,1.98,3.8,0.5333,2.4242,0.0215,1.0624,8845.1899,0.1893,9.6994,27.3223,0.3927,3.8088,4.37,1,6.8976,30.1423,13.4211,True,False,9.6123,252.3703,0.7111
General Mills,16.0,115,344,23.125,2.9265,1.98,3.8091,0.559,2.4959,0.0145,1.1054,24941.5699,0.191,23.125,67.6764,0.4306,9.9581,4.3805,1,17.5459,76.8589,33.0657,True,False,23.1076,232.0479,0.7587
General Mills,16.0,116,267,17.8689,2.8365,1.8753,3.6606,0.6099,2.4351,0.0187,1.046,14046.81,0.215,17.8689,50.6851,0.4013,7.1716,4.2097,1,13.7341,57.8161,24.3715,True,False,17.2,239.8352,0.7686
General Mills,16.0,121,336,25.5893,2.8522,1.98,3.6253,0.5165,2.4619,0.0208,1.0949,25976.01,0.1811,25.5893,72.9857,0.3903,9.9876,4.1691,1,20.1735,84.1051,34.4401,True,False,24.4525,244.8285,0.7884
General Mills,16.0,123,329,13.1064,2.8939,1.98,3.93,0.5569,2.4543,0.0213,1.0848,12782.7699,0.1925,13.1064,37.9279,0.4396,5.761,4.5195,1,9.2141,41.6429,19.0289,True,False,13.2679,230.305,0.703
General Mills,16.0,124,273,15.9817,2.9312,1.98,3.8,0.6396,2.459,0.0256,1.0819,13346.95,0.2182,15.9817,46.8447,0.4722,7.5461,4.37,1,12.1515,53.1019,23.2217,True,False,15.6756,207.7299,0.7603
General Mills,16.0,129,333,32.2162,2.9244,2.0367,3.97,0.5389,2.4936,0.027,1.1075,33335.6298,0.1843,32.2162,94.2139,0.4309,13.8805,4.5655,1,22.6081,103.2171,46.8423,True,False,32.9618,237.4692,0.7018
General Mills,16.0,131,341,25.2346,2.9009,1.98,3.7312,0.5522,2.5001,0.0235,1.0768,25526.6099,0.1903,25.2346,73.2043,0.4008,10.1147,4.2909,1,19.4692,83.5396,34.8641,True,False,24.7495,244.6892,0.7715
General Mills,16.0,132,344,23.7442,2.8382,1.9017,3.79,0.5484,2.4379,0.0203,1.0652,23174.6799,0.1932,23.7442,67.3914,0.4003,9.5053,4.3585,1,17.193,74.9356,33.0207,True,False,23.5154,247.391,0.7241
General Mills,16.4,8,59,6.8983,3.28,3.28,3.28,0.0,2.7455,0.0,1.0793,1334.96,0.0,6.8983,22.6264,0.5345,3.687,3.772,1,8.3039,31.3222,8.5238,True,False,4.8368,131.1842,1.2038
General Mills,16.4,28,56,8.5357,3.28,3.28,3.28,0.0,2.7446,0.0,1.1062,1567.84,0.0,8.5357,27.9971,0.5354,4.5703,3.772,1,10.2749,38.757,10.5568,True,False,5.9865,130.9872,1.2038
General Mills,16.4,32,53,7.8868,3.39,3.39,3.39,0.0,2.7436,0.0,1.1555,1417.02,0.0,7.8868,26.7362,0.6464,5.0978,3.8985,1,9.4938,37.0115,10.9641,True,False,5.8663,115.0753,1.2038
General Mills,16.4,44,52,14.6346,3.28,3.28,3.28,0.0,2.7431,0.0,1.156,2496.08,0.0,14.6346,48.0015,0.5369,7.8574,3.772,1,17.6165,66.4495,18.1257,True,False,10.2683,130.6836,1.2038
General Mills,16.4,52,52,9.3462,3.39,3.39,3.39,0.0,2.7435,0.0,1.17,1647.5401,0.0,9.3462,31.6835,0.6465,6.0424,3.8985,1,11.2505,43.8601,12.9945,True,False,6.9521,115.0546,1.2038
General Mills,16.4,67,56,7.9107,3.28,3.28,3.28,0.0,2.7445,0.0,1.087,1453.04,0.0,7.9107,25.9471,0.5355,4.2359,3.772,1,9.5226,35.9192,9.7841,True,False,5.5482,130.98,1.2038
General Mills,16.4,80,53,13.5283,3.28,3.28,3.28,0.0,2.7435,0.0,1.1418,2351.76,0.0,13.5283,44.3728,0.5365,7.2577,3.772,1,16.2848,61.4262,16.7486,True,False,9.4909,130.7701,1.2038
General Mills,16.4,81,53,10.6981,3.28,3.28,3.28,0.0,2.7435,0.0,1.1217,1859.76,0.0,10.6981,35.0898,0.5365,5.7394,3.772,1,12.8779,48.5755,13.2447,True,False,7.5054,130.7701,1.2038
General Mills,16.4,86,55,11.0727,3.28,3.28,3.28,0.0,2.7442,0.0,1.0417,1997.52,0.0,11.0727,36.3185,0.5358,5.9327,3.772,1,13.3289,50.2765,13.6993,True,False,7.7666,130.9129,1.2038
General Mills,16.4,94,52,7.0,3.28,3.28,3.28,0.0,2.744,0.0,1.1158,1193.92,0.0,7.0,22.96,0.536,3.7519,3.772,1,8.4263,31.784,8.6621,True,False,4.9102,130.8731,1.2038
General Mills,16.4,98,52,6.4808,3.28,3.28,3.28,0.0,2.7438,0.0,1.0921,1105.36,0.0,6.4808,21.2569,0.5362,3.4752,3.772,1,7.8013,29.4264,8.0215,True,False,4.5463,130.8212,1.2038
General Mills,16.4,102,54,10.0926,3.28,3.28,3.28,0.0,2.7439,0.0,1.0965,1787.6,0.0,10.0926,33.1037,0.5361,5.411,3.772,1,12.149,45.8261,12.4909,True,False,7.0799,130.8409,1.2038
General Mills,16.4,104,52,10.8846,3.28,3.28,3.28,0.0,2.7431,0.0,1.1261,1856.48,0.0,10.8846,35.7015,0.5369,5.8439,3.772,1,13.1024,49.4224,13.4811,True,False,7.6371,130.6849,1.2038
General Mills,16.4,107,54,10.7407,3.28,3.28,3.28,0.0,2.7438,0.0,1.1274,1902.4,0.0,10.7407,35.2296,0.5362,5.7589,3.772,1,12.9292,48.7691,13.2935,True,False,7.5346,130.8346,1.2038
General Mills,16.4,112,54,9.7593,3.28,3.28,3.28,0.0,2.7439,0.0,1.1556,1728.56,0.0,9.7593,32.0104,0.5361,5.232,3.772,1,11.7478,44.3126,12.078,True,False,6.846,130.8471,1.2038
General Mills,16.4,113,54,7.6296,3.28,3.28,3.28,0.0,2.7439,0.0,1.1126,1351.36,0.0,7.6296,25.0252,0.5361,4.0905,3.772,1,9.1842,34.6429,9.4426,True,False,5.3521,130.8434,1.2038
General Mills,16.4,115,53,10.7736,3.28,3.28,3.28,0.0,2.7439,0.0,1.1244,1872.88,0.0,10.7736,35.3374,0.5361,5.7757,3.772,1,12.9688,48.9182,13.3332,True,False,7.5575,130.849,1.2038
General Mills,16.4,116,54,7.463,3.28,3.28,3.28,0.0,2.7444,0.0,1.1084,1321.84,0.0,7.463,24.4785,0.5356,3.997,3.772,1,8.9836,33.8861,9.2314,True,False,5.2343,130.9561,1.2038
General Mills,16.4,119,52,9.3462,3.28,3.28,3.28,0.0,2.7434,0.0,1.1445,1594.08,0.0,9.3462,30.6554,0.5366,5.0154,3.772,1,11.2505,42.4369,11.5726,True,False,6.5572,130.7406,1.2038
General Mills,16.4,126,53,16.6226,3.28,3.28,3.28,0.0,2.7435,0.0,1.1217,2889.68,0.0,16.6226,54.5223,0.5365,8.9188,3.772,1,20.0096,75.4763,20.5808,True,False,11.662,130.7573,1.2038
General Mills,16.4,128,53,9.9245,3.39,3.39,3.39,0.0,2.7438,0.0,1.1257,1783.1401,0.0,9.9245,33.6441,0.6462,6.4131,3.8985,1,11.9467,46.5743,13.7948,True,False,7.3816,115.1015,1.2038
General Mills,16.4,129,56,12.5714,3.28,3.28,3.28,0.0,2.7446,0.0,1.1423,2309.12,0.0,12.5714,41.2343,0.5354,6.7311,3.772,1,15.1329,57.0815,15.548,True,False,8.8169,130.9885,1.2038
General Mills,16.4,131,53,10.4528,3.28,3.28,3.28,0.0,2.7436,0.0,1.116,1817.12,0.0,10.4528,34.2853,0.5364,5.6074,3.772,1,12.5827,47.4618,12.9406,True,False,7.3332,130.7777,1.2038
General Mills,16.4,132,53,10.0755,3.28,3.28,3.28,0.0,2.7441,0.0,1.1167,1751.52,0.0,10.0755,33.0475,0.5359,5.3992,3.772,1,12.1284,45.7484,12.4665,True,False,7.0673,130.8963,1.2038
General Mills,16.4,133,55,8.5455,3.28,3.28,3.28,0.0,2.7443,0.0,1.1104,1541.6,0.0,8.5455,28.0291,0.5357,4.5781,3.772,1,10.2866,38.8012,10.5719,True,False,5.9938,130.9252,1.2038
General Mills,16.4,136,52,6.6154,3.28,3.28,3.28,0.0,2.7444,0.0,1.1773,1128.32,0.0,6.6154,21.6985,0.5356,3.5435,3.772,1,7.9633,30.0376,8.1835,True,False,4.64,130.9421,1.2038
General Mills,16.8,44,53,11.7358,3.28,3.28,3.28,0.0,2.7376,0.0,1.1534,2040.16,0.0,11.7358,38.4936,0.5424,6.3655,3.772,1,14.1271,53.2874,14.613,True,False,8.2475,129.5671,1.2038
General Mills,16.8,51,53,6.0566,3.28,3.28,3.28,0.0,2.7384,0.0,1.0908,1052.88,0.0,6.0566,19.8657,0.5416,3.2803,3.772,1,7.2907,27.5004,7.5357,True,False,4.2554,129.7255,1.2038
General Mills,16.8,80,54,14.2222,3.28,3.28,3.28,0.0,2.7381,0.0,1.1407,2519.04,0.0,14.2222,46.6489,0.5419,7.7071,3.772,1,17.1201,64.577,17.7005,True,False,9.9935,129.6658,1.2038
General Mills,16.8,81,54,9.6481,3.28,3.28,3.28,0.0,2.7389,0.0,1.118,1708.88,0.0,9.6481,31.6459,0.5411,5.2209,3.772,1,11.614,43.8081,11.9988,True,False,6.7779,129.8229,1.2038
General Mills,16.8,86,54,10.7037,3.28,3.28,3.28,0.0,2.7378,0.0,1.0426,1895.84,0.0,10.7037,35.1081,0.5422,5.8036,3.772,1,12.8847,48.6009,13.3253,True,False,7.5218,129.6058,1.2038
General Mills,16.8,101,52,10.0,3.28,3.28,3.28,0.0,2.7397,0.0,1.1048,1705.6,0.0,10.0,32.8,0.5403,5.4027,3.772,1,12.0376,45.4057,12.4261,True,False,7.0233,129.9959,1.2038
General Mills,16.8,102,54,9.2222,3.28,3.28,3.28,0.0,2.7394,0.0,1.0914,1633.44,0.0,9.2222,30.2489,0.5406,4.9857,3.772,1,11.1013,41.8741,11.4634,True,False,6.4777,129.9261,1.2038
General Mills,16.8,104,53,10.4717,3.28,3.28,3.28,0.0,2.7372,0.0,1.1231,1820.4,0.0,10.4717,34.3472,0.5428,5.6836,3.772,1,12.6054,47.5475,13.0435,True,False,7.3599,129.4937,1.2038
General Mills,16.8,107,53,9.5849,3.28,3.28,3.28,0.0,2.7373,0.0,1.1281,1666.24,0.0,9.5849,31.4385,0.5427,5.2014,3.772,1,11.5379,43.5209,11.9379,True,False,6.7365,129.5123,1.2038
General Mills,16.8,112,54,10.7407,3.28,3.28,3.28,0.0,2.738,0.0,1.1556,1902.4,0.0,10.7407,35.2296,0.542,5.8212,3.772,1,12.9292,48.7691,13.3685,True,False,7.5473,129.6511,1.2038
General Mills,16.8,113,54,6.2778,3.28,3.28,3.28,0.0,2.7393,0.0,1.1131,1111.92,0.0,6.2778,20.5911,0.5407,3.3941,3.772,1,7.5569,28.5047,7.8037,True,False,4.4096,129.9175,1.2038
General Mills,16.8,115,55,12.9091,3.28,3.28,3.28,0.0,2.7391,0.0,1.1245,2328.8,0.0,12.9091,42.3418,0.5409,6.9829,3.772,1,15.5394,58.6146,16.0511,True,False,9.0682,129.8624,1.2038
General Mills,16.8,119,54,7.7222,3.28,3.28,3.28,0.0,2.7383,0.0,1.144,1367.76,0.0,7.7222,25.3289,0.5417,4.1829,3.772,1,9.2957,35.0633,9.6086,True,False,5.4258,129.7137,1.2038
General Mills,16.8,121,54,9.7222,3.28,3.28,3.28,0.0,2.7377,0.0,1.1409,1722.0,0.0,9.7222,31.8889,0.5423,5.2722,3.772,1,11.7032,44.1444,12.1044,True,False,6.8322,129.5899,1.2038
General Mills,16.8,126,54,14.6852,3.28,3.28,3.28,0.0,2.7376,0.0,1.1206,2601.04,0.0,14.6852,48.1674,0.5424,7.9659,3.772,1,17.6774,66.6791,18.2863,True,False,10.3204,129.5569,1.2038
General Mills,16.8,129,54,11.3148,3.28,3.28,3.28,0.0,2.7377,0.0,1.1446,2004.08,0.0,11.3148,37.1126,0.5423,6.1357,3.772,1,13.6203,51.3757,14.087,True,False,7.9514,129.5924,1.2038
General Mills,16.8,131,54,10.9259,3.28,3.28,3.28,0.0,2.7376,0.0,1.1157,1935.2,0.0,10.9259,35.837,0.5424,5.9262,3.772,1,13.1522,49.6099,13.6045,True,False,7.6784,129.5667,1.2038
General Mills,16.8,132,53,9.1321,3.28,3.28,3.28,0.0,2.7376,0.0,1.1191,1587.52,0.0,9.1321,29.9532,0.5424,4.9531,3.772,1,10.9928,41.4648,11.3708,True,False,6.4177,129.5684,1.2038
General Mills,16.8,133,56,7.2857,3.28,3.28,3.28,0.0,2.7397,0.0,1.1068,1338.24,0.0,7.2857,23.8971,0.5403,3.9365,3.772,1,8.7702,33.0813,9.0535,True,False,5.117,129.9908,1.2038
General Mills,16.8,134,53,6.1698,3.28,3.28,3.28,0.0,2.7384,0.0,1.1105,1072.56,0.0,6.1698,20.237,0.5416,3.3414,3.772,1,7.427,28.0145,7.6763,True,False,4.3349,129.7319,1.2038
General Mills,16.8,136,52,6.8462,3.28,3.28,3.28,0.0,2.7374,0.0,1.1797,1167.68,0.0,6.8462,22.4554,0.5426,3.7146,3.772,1,8.2411,31.0854,8.526,True,False,4.8115,129.5308,1.2038
General Mills,16.8,139,53,9.0,3.28,3.28,3.28,0.0,2.7376,0.0,1.1324,1564.56,0.0,9.0,29.52,0.5424,4.8813,3.772,1,10.8338,40.8651,11.2061,True,False,6.3248,129.5734,1.2038
General Mills,17.0,5,313,13.853,4.1816,3.4556,4.92,0.299,3.5724,0.0032,1.0927,17948.9501,0.0715,13.853,57.9279,0.6092,8.4395,5.658,1,12.5743,71.1455,26.2252,True,False,17.7857,210.742,0.9077
General Mills,17.0,8,346,15.8699,4.1943,3.3867,4.89,0.3471,3.5345,0.0058,1.0548,22634.29,0.0828,15.8699,66.563,0.6598,10.4708,5.6235,1,14.6183,82.2058,30.5376,True,False,20.0668,191.6464,0.9211
General Mills,17.0,18,336,12.4762,4.1021,3.3976,4.69,0.2388,3.5318,0.006,1.0415,16961.8,0.0582,12.4762,51.1784,0.5702,7.1144,5.3935,1,11.8857,64.1057,22.1271,True,False,15.0127,211.0193,0.9527
General Mills,17.0,28,336,7.4494,4.1202,3.4535,4.69,0.2605,3.5291,0.003,1.0639,10261.81,0.0632,7.4494,30.6927,0.5911,4.4031,5.3935,1,7.16,38.6177,13.3492,True,False,8.9461,203.1807,0.9612
General Mills,17.0,44,349,12.702,4.1834,3.39,4.69,0.2691,3.5617,0.0057,1.0917,18458.33,0.0643,12.702,53.138,0.6217,7.8971,5.3935,1,12.5196,67.5245,22.9333,True,False,15.0362,190.3998,0.9856
General Mills,17.0,45,252,9.246,4.1569,3.52,4.69,0.2659,3.6075,0.0,1.0444,9582.95,0.064,9.246,38.4352,0.5494,5.0799,5.3935,1,9.0359,48.735,16.1378,True,False,11.0579,217.681,0.9773
General Mills,17.0,47,341,10.2581,4.1319,3.3759,4.69,0.2513,3.5445,0.0029,1.0579,14393.69,0.0608,10.2581,42.3855,0.5874,6.026,5.3935,1,9.9085,53.4413,18.321,True,False,12.2949,204.0313,0.9659
General Mills,17.0,48,280,7.4321,4.1237,3.438,4.69,0.2667,3.5722,0.0036,1.0657,8529.83,0.0647,7.4321,30.6476,0.5515,4.0986,5.3935,1,7.1521,38.575,13.0262,True,False,8.9276,217.8209,0.9623
General Mills,17.0,49,213,6.5117,4.2032,3.52,4.89,0.3616,3.5771,0.0,1.0464,5765.3,0.086,6.5117,27.3701,0.6261,4.0772,5.6235,1,6.0351,33.9381,12.3503,True,False,8.2732,202.9138,0.9268
General Mills,17.0,50,180,7.1556,4.1624,3.52,4.89,0.3438,3.6027,0.0,1.0208,5262.55,0.0826,7.1556,29.7842,0.5597,4.0049,5.6235,1,6.5209,36.6704,13.1775,True,False,9.1726,229.0341,0.9113
