UPC,manufacturer_code,DESCRIP,descrip_clean,SIZE,size_oz,size_kind,brand_rule,block_majority_brand,brand_final,brand_source,brand_confidence
3800003700,38000,KELLOGS RAISIN SQUAR,KELLOGS RAISIN SQUAR,16.5OZ,16.5,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800003771,38000,KELL RAISIN SQUARE S,KELL RAISIN SQUARE S,1 OZ,1.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800003801,38000,KELLOGGS FRUITFUL BR,KELLOGGS FRUITFUL BR,15 OZ,15.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800003802,38000,KELLOGGS FRUITFUL BR,KELLOGGS FRUITFUL BR,15 OZ,15.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800003900,38000,KELLOGGS APPLE RAISI,KELLOGGS APPLE RAISI,13 OZ,13.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800004001,38000,KELLOGGS ALL BRAN EX,KELLOGGS ALL BRAN EX,11.4 O,11.4,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800004100,38000,KELLOGGS JUST RT FRT,KELLOGGS JUST RT FRT,20 OZ,20.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800004110,38000,KELLOGGS JUST RT FRT,KELLOGGS JUST RT FRT,14.1 O,14.1,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800004120,38000,KELLOGGS JUST RT FRT,KELLOGGS JUST RT FRT,20 OZ,20.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800004170,38000,KELLOGGS JUST RT FRT,KELLOGGS JUST RT FRT,20 OZ,20.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800004210,38000,KELLOGGS JUST RIGHT,KELLOGGS JUST RIGHT,11 OZ,11.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800004220,38000,KLG JST RT FIBER NGT,KLG JST RT FIBER NGT,15.7 O,15.7,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800004270,38000,KLG JST RT FIBER NGT,KLG JST RT FIBER NGT,15.7 O,15.7,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800004510,38000,KELLOGG'S CRACKLIN O,KELLOGG'S CRACKLIN O,14 OZ,14.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800004511,38000,~KELLOGGS CRACKLIN O,KELLOGGS CRACKLIN O,20 OZ,20.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800004530,38000,KELLOGGS CRACKLIN OA,KELLOGGS CRACKLIN OA,17 OZ,17.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800004900,38000,BITE SIZE FRSTD MINI,BITE SIZE FRSTD MINI,19 OZ,19.0,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800004920,38000,KELL FROST MINI WHTS,KELL FROST MINI WHTS,24 OZ,24.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800004972,38000,KELLOGGS MINI WHEATS,KELLOGGS MINI WHEATS,1.2OZ,1.2,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800005220,38000,KELLOGG'S  FUN PAK,KELLOGG'S  FUN PAK,8.56 O,8.56,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800005231,38000,KELLOGG'S FUN PAK,KELLOGG'S FUN PAK,6.4 OZ,6.4,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800005332,38000,KELLOGGS VARIETY PAC,KELLOGGS VARIETY PAC,10.5OZ,10.5,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800008000,38000,KELLOGGS MUESLIX FIV,KELLOGGS MUESLIX FIV,14.1 O,14.1,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800008020,38000,MUESLIX RSN ALM CRNC,MUESLIX RSN ALM CRNC,15.3 O,15.3,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800008100,38000,KEL MUSELIX BRAN,KEL MUSELIX BRAN,13.1 O,13.1,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800008200,38000,KEL MUSELIX GOLDEN C,KEL MUSELIX GOLDEN C,15.9OZ,15.9,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800008220,38000,MUSELIX APPL ALM CRN,MUSELIX APPL ALM CRN,15.9 O,15.9,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800008600,38000,KELLOGGS SW GRAHAMS,KELLOGGS SW GRAHAMS,15.8 O,15.8,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800008700,38000,S.W. GRAHAM BRWN SGR,S.W. GRAHAM BRWN SGR,17 OZ,17.0,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800008800,38000,KELLOGGS BLUEBERRY S,KELLOGGS BLUEBERRY S,16.5OZ,16.5,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800010400,38000,KELLOGGS NUTRI GRAIN,KELLOGGS NUTRI GRAIN,12 OZ,12.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800010401,38000,KELLOGGS NUTRI GRAIN,KELLOGGS NUTRI GRAIN,12.2 O,12.2,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800010500,38000,KELLOGGS WHT-RSN NUT,KELLOGGS WHT-RSN NUT,17.4 Z,17.4,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800010600,38000,NUTRI GRAIN ALMOND R,NUTRI GRAIN ALMOND R,17.2 O,17.2,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800010601,38000,~NUTRI GRAIN ALMOND,NUTRI GRAIN ALMOND,17.2 O,17.2,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800010800,38000,KELLOGGS NUTRIGRAIN,KELLOGGS NUTRIGRAIN,12.1 O,12.1,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800010900,38000,NUTRI GRAN RAISIN BR,NUTRI GRAN RAISIN BR,11 OZ,11.0,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800010901,38000,KELLOGG'S NUTRI-GRAI,KELLOGG'S NUTRI-GRAI,13 OZ,13.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800012100,38000,KELL COMMONSENSE,KELL COMMONSENSE,14.8 O,14.8,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800012121,38000,KELL COMMONSENSE FLA,KELL COMMONSENSE FLA,14.8 O,14.8,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800012200,38000,COMMONSENSE W/RAISIN,COMMONSENSE W/RAISIN,20.5 O,20.5,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800012221,38000,COMMONSENSE W/RAISIN,COMMONSENSE W/RAISIN,18.8 O,18.8,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800012300,38000,KELL BIG MIX,KELL BIG MIX,17.8 O,17.8,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800012400,38000,KELL BIG MIX W/RAISI,KELL BIG MIX W/RAISI,20 OZ,20.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800012500,38000,KELL NUT & HONY CRUN,KELL NUT & HONY CRUN,15.5 O,15.5,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800012600,38000,KEL OATBAKE RAISIN N,KEL OATBAKE RAISIN N,14.7OZ,14.7,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800012700,38000,KEL OATBAKE HONEY BR,KEL OATBAKE HONEY BR,14.7OZ,14.7,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800012800,38000,KELLOGGS HEARTWISE C,KELLOGGS HEARTWISE C,10.3OZ,10.3,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800012900,38000,KELLOGGS HEARTWISE W,KELLOGGS HEARTWISE W,14 OZ,14.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013010,38000,KELLOGG KENMEI RICE,KELLOGG KENMEI RICE,17 OZ,17.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013110,38000,KELLOOG KENMEI ALM-R,KELLOOG KENMEI ALM-R,22 OZ,22.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013400,38000,~KELLOGGS CINN MINI,KELLOGGS CINN MINI,15.1 O,15.1,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013510,38000,KELLOGGS DOUBLE DIP,KELLOGGS DOUBLE DIP,12.1 O,12.1,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013520,38000,KELLOGGS DOUBLE DIP,KELLOGGS DOUBLE DIP,14.8 O,14.8,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013540,38000,KELLOGG DOUBLE DIP S,KELLOGG DOUBLE DIP S,1 OZ,1.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013544,38000,KELLOGG DOUBLE DIP S,KELLOGG DOUBLE DIP S,1 OZ,1.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013600,38000,~KELLOGG FROSTED BRA,KELLOGG FROSTED BRA,18.9 O,18.9,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013610,38000,KELLOGG FROSTED BRAN,KELLOGG FROSTED BRAN,18.9 O,18.9,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013644,38000,KEL FRST BRAN TRIAL,KEL FRST BRAN TRIAL,1.5 OZ,1.5,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800013700,38000,~KELLOGG LOWFAT GRAN,KELLOGG LOWFAT GRAN,14 OZ,14.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013710,38000,KELLOGGS LOWFAT GRAN,KELLOGGS LOWFAT GRAN,20.5 O,20.5,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013730,38000,KELLOGG'S LOW FAT GR,KELLOGG'S LOW FAT GR,18.5 O,18.5,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013800,38000,KELLOGG'S L/F GRANOL,KELLOGG'S L/F GRANOL,14 OZ,14.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013830,38000,KLLG LWFT GRANOLA W/,KLLG LWFT GRANOLA W/,18 OZ,18.0,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800013900,38000,KELLOGGS RICE KRISPI,KELLOGGS RICE KRISPI,14.8,14.8,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800013930,38000,KEL RICE KRISPIES TR,KEL RICE KRISPIES TR,20 OZ,20.0,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800014400,38000,~KELL APPLE CIN RICE,KELL APPLE CIN RICE,16.2 O,16.2,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800014500,38000,KELL HC MULTI-GRAIN,KELL HC MULTI-GRAIN,16.5OZ,16.5,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800014600,38000,KELL HC MULTI-GRAIN,KELL HC MULTI-GRAIN,11.5 O,11.5,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800014700,38000,"KELL HC RAISN, OAT C","KELL HC RAISN, OAT C",12.3 O,12.3,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800014910,38000,KEL POP TART BS/CINN,KEL POP TART BS/CINN,11.1 O,11.1,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800016310,38000,KEL POP TART FRST ST,KEL POP TART FRST ST,12.5OZ,12.5,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800016400,38000,~KEL TEMPTATION FR V,KEL TEMPTATION FR V,11.9 O,11.9,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800016500,38000,~KEL TEMP HNY RSTD P,KEL TEMP HNY RSTD P,12.3 O,12.3,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800016820,38000,KLLG HNY CRUNCH CORN,KLLG HNY CRUNCH CORN,15.1 O,15.1,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800016830,38000,KLLG HNY CRUNCH CORN,KLLG HNY CRUNCH CORN,21.3 O,21.3,oz,Unknown,Kellogg's,Kellogg's,manufacturer_block,medium
3800019010,38000,KELLOGG COCOA FRSTD,KELLOGG COCOA FRSTD,16.1 O,16.1,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800032100,38000,KELLOGGS POP TARTS S,KELLOGGS POP TARTS S,11 OZ,11.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800050530,38000,KELLOGGS RICE KRISPI,KELLOGGS RICE KRISPI,15 OZ,15.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800054268,38000,KELLOGG JUMBO ASSORT,KELLOGG JUMBO ASSORT,25 CT,,count,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800054275,38000,KELLOGGS CORN FLAKES,KELLOGGS CORN FLAKES,48 OZ,48.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800054276,38000,KELL RICE CRISPIES $,KELL RICE CRISPIES,38 OZ,38.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800054279,38000,KELLOGGS RAISIN BRAN,KELLOGGS RAISIN BRAN,51 OZ,51.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800054280,38000,KELLOGS FRSTED FLKS,KELLOGS FRSTED FLKS,50 OZ,50.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800070533,38000,KELLOGG'S VALENTINE,KELLOGG'S VALENTINE,19 OZ,19.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800090120,38000,KELLOGG'S CORN FLAKE,KELLOGG'S CORN FLAKE,32 OZ,32.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800090530,38000,KELLOGGS RICE KRISPI,KELLOGGS RICE KRISPI,13.5OZ,13.5,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3800091527,38000,KELLOGGS BRTHDY CONF,KELLOGGS BRTHDY CONF,25 OZ,25.0,oz,Kellogg's,Kellogg's,Kellogg's,descrip_rule,high
3828125001,38281,DOM OAT HONEY,DOM OAT HONEY,16 OZ,16.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125005,38281,DOM OAT HON RAISIN,DOM OAT HON RAISIN,16 OZ,16.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125029,38281,DOM FROSTED FLAKES,DOM FROSTED FLAKES,20 OZ,20.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125030,38281,~DOM BONUS PACK FR,DOM BONUS PACK FR,25.5 O,25.5,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125031,38281,HH FROSTED FLAKES,HH FROSTED FLAKES,20 OZ,20.0,oz,Unknown,Private Label,Private Label,manufacturer_block,medium
3828125033,38281,DOM RAISIN BRAN,DOM RAISIN BRAN,25.5 O,25.5,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125035,38281,HH RAISIN BRAN,HH RAISIN BRAN,25.5 O,25.5,oz,Unknown,Private Label,Private Label,manufacturer_block,medium
3828125037,38281,DOM TASTEEO'S,DOM TASTEEO'S,15 OZ,15.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125041,38281,DOM FRUIT RINGS,DOM FRUIT RINGS,15 OZ,15.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125045,38281,DOM CRISPY RICE,DOM CRISPY RICE,13 OZ,13.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125049,38281,DOM CORN FLAKES,DOM CORN FLAKES,18 OZ,18.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125051,38281,HH CORN FLAKES,HH CORN FLAKES,18 OZ,18.0,oz,Unknown,Private Label,Private Label,manufacturer_block,medium
3828125053,38281,DOMINICK'S T-SIZE SH,DOMINICK'S T-SIZE SH,ASST,,assorted,Private Label,Private Label,Private Label,descrip_rule,high
3828125057,38281,DOMINICK'S T-SIZE SH,DOMINICK'S T-SIZE SH,ASST,,assorted,Private Label,Private Label,Private Label,descrip_rule,high
3828125061,38281,DOM APPLE CINNAMON T,DOM APPLE CINNAMON T,15 OZ,15.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125065,38281,DOM HONEY NUT TASTEE,DOM HONEY NUT TASTEE,14 OZ,14.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125069,38281,DOM MAGIC STARS CERE,DOM MAGIC STARS CERE,14 OZ,14.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125101,38281,DOM LOW FAT GRANOLA,DOM LOW FAT GRANOLA,14 OZ,14.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125109,38281,DOM APPLE DAPPLES,DOM APPLE DAPPLES,15 OZ,15.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125113,38281,DOM CRISP CRUNCH,DOM CRISP CRUNCH,16 OZ,16.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125117,38281,DOM CRISPY CORN & RI,DOM CRISPY CORN & RI,12.3 O,12.3,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125121,38281,DOM COCOA CRUNCHIES,DOM COCOA CRUNCHIES,13.7 O,13.7,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828125125,38281,DOM FROSTED TASTEEO',DOM FROSTED TASTEEO',14 OZ,14.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828198033,38281,DOM FRUITY HO-HO-HO',DOM FRUITY HO-HO-HO',15 OZ,15.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
3828198101,38281,DOM TRIAL SIZE CEREA,DOM TRIAL SIZE CEREA,144 CT,,count,Private Label,Private Label,Private Label,descrip_rule,high
3828198105,38281,DOM TRIAL SIZE CEREA,DOM TRIAL SIZE CEREA,144 CT,,count,Private Label,Private Label,Private Label,descrip_rule,high
4117314002,41173,DOM OAT HONEY,DOM OAT HONEY,16 OZ,16.0,oz,Private Label,Private Label,Private Label,descrip_rule,high
4165345678,41653,UNCLE SAM CEREAL,UNCLE SAM CEREAL,10 OZ,10.0,oz,Unknown,Unknown,Unknown,unknown,low
4240090520,42400,MALT O MEAL CRISP N,MALT O MEAL CRISP N,40 OZ,40.0,oz,Unknown,Unknown,Unknown,unknown,low
4240090620,42400,MALT O MEAL CORN FLA,MALT O MEAL CORN FLA,40 OZ,40.0,oz,Unknown,Unknown,Unknown,unknown,low
4240091020,42400,MALT O MEAL SUG FROS,MALT O MEAL SUG FROS,40 OZ,40.0,oz,Unknown,Unknown,Unknown,unknown,low
4240091320,42400,MALT O MEAL TOOTIE F,MALT O MEAL TOOTIE F,40 OZ,40.0,oz,Unknown,Unknown,Unknown,unknown,low
4300000000,43000,COCOA PEBBLES ON BOX,COCOA PEBBLES ON BOX,17 OZ,17.0,oz,Unknown,Post,Post,manufacturer_block,medium
4300010200,43000,POST BLUEBERRY MORNI,POST BLUEBERRY MORNI,13.5OZ,13.5,oz,Post,Post,Post,descrip_rule,high
4300010210,43000,POST BLUEBERRY MORNI,POST BLUEBERRY MORNI,15 OZ,15.0,oz,Post,Post,Post,descrip_rule,high
4300010300,43000,POST GOLDEN RAISIN C,POST GOLDEN RAISIN C,15.5 O,15.5,oz,Post,Post,Post,descrip_rule,high
4300010305,43000,POST CRANBERRY ALMON,POST CRANBERRY ALMON,13 OZ,13.0,oz,Post,Post,Post,descrip_rule,high
4300010370,43000,POST WAFFLE CRISP,POST WAFFLE CRISP,13.75O,13.75,oz,Post,Post,Post,descrip_rule,high
4300010442,43000,POST FRUIT & FIBRE P,POST FRUIT & FIBRE P,15 OZ,15.0,oz,Post,Post,Post,descrip_rule,high
4300010446,43000,POST FRT&FIBRE DATE/,POST FRT&FIBRE DATE/,15 OZ,15.0,oz,Post,Post,Post,descrip_rule,high
4300010450,43000,POST FRUIT&FIBER DAT,POST FRUIT&FIBER DAT,14 OZ,14.0,oz,Post,Post,Post,descrip_rule,high
4300010510,43000,POST GRAPE NUTS,POST GRAPE NUTS,16 OZ,16.0,oz,Post,Post,Post,descrip_rule,high
4300010521,43000,POST GRAPE-NUTS CERE,POST GRAPE-NUTS CERE,24 OZ,24.0,oz,Post,Post,Post,descrip_rule,high
4300010526,43000,POST GRAPE NUTS BONU,POST GRAPE NUTS BONU,32 OZ,32.0,oz,Post,Post,Post,descrip_rule,high
4300010713,43000,~POST TOASTIES,POST TOASTIES,18 OZ,18.0,oz,Post,Post,Post,descrip_rule,high
4300010910,43000,POST GRAPE NUT FLAKE,POST GRAPE NUT FLAKE,18 OZ,18.0,oz,Post,Post,Post,descrip_rule,high
4300010934,43000,POST GRAPENUT FLAKES,POST GRAPENUT FLAKES,14 OZ,14.0,oz,Post,Post,Post,descrip_rule,high
4300011140,43000,POST HONEYCOMB 10 OZ,POST HONEYCOMB 10 OZ,10 OZ,10.0,oz,Post,Post,Post,descrip_rule,high
4300011170,43000,POST HONEY COMB,POST HONEY COMB,14 OZ,14.0,oz,Post,Post,Post,descrip_rule,high
4300011171,43000,POST HONEY COMB,POST HONEY COMB,14.5 O,14.5,oz,Post,Post,Post,descrip_rule,high
4300011230,43000,HONEY BUNCHES OATS R,HONEY BUNCHES OATS R,16 OZ,16.0,oz,Unknown,Post,Post,manufacturer_block,medium
4300011240,43000,HONEY BUNCHES OATS-A,HONEY BUNCHES OATS-A,16 OZ,16.0,oz,Unknown,Post,Post,manufacturer_block,medium
4300011250,43000,POST OAK FLAKES BONU,POST OAK FLAKES BONU,15 OZ,15.0,oz,Post,Post,Post,descrip_rule,high
4300011260,43000,POST OAT FLAKES,POST OAT FLAKES,12 OZ,12.0,oz,Post,Post,Post,descrip_rule,high
4300011313,43000,POST/NATURAL BRAN FL,POST/NATURAL BRAN FL,16 OZ,16.0,oz,Post,Post,Post,descrip_rule,high
4300011410,43000,POST RAISIN BRAN,POST RAISIN BRAN,15 OZ,15.0,oz,Post,Post,Post,descrip_rule,high
4300011460,43000,POST RAISIN BRAN,POST RAISIN BRAN,20 OZ,20.0,oz,Post,Post,Post,descrip_rule,high
4300011470,43000,POST NATURAL RAISIN,POST NATURAL RAISIN,25 OZ,25.0,oz,Post,Post,Post,descrip_rule,high
4300011650,43000,POST BANANA NUT CRUN,POST BANANA NUT CRUN,15.5 O,15.5,oz,Post,Post,Post,descrip_rule,high
4300011653,43000,~POST BAN NUT CRUNCH,POST BAN NUT CRUNCH,20.5 O,20.5,oz,Post,Post,Post,descrip_rule,high
4300011760,43000,POST SUGAR CRISP,POST SUGAR CRISP,18 OZ,18.0,oz,Post,Post,Post,descrip_rule,high
4300011817,43000,POST ALPHA BITS,POST ALPHA BITS,15 OZ,15.0,oz,Post,Post,Post,descrip_rule,high
4300011862,43000,POST MARSHMALLO ALPH,POST MARSHMALLO ALPH,14 OZ,14.0,oz,Post,Post,Post,descrip_rule,high
4300012550,43000,POST BRAN'NOLA CEREA,POST BRAN'NOLA CEREA,16 OZ,16.0,oz,Post,Post,Post,descrip_rule,high
4300012560,43000,~PST BRN'NOLA W/RSNS,PST BRN'NOLA W/RSNS,16 OZ,16.0,oz,Unknown,Post,Post,manufacturer_block,medium
4300012600,43000,POST GREAT GRAINS DB,POST GREAT GRAINS DB,16 OZ,16.0,oz,Post,Post,Post,descrip_rule,high
4300012601,43000,POST GRT GRAINS CRUN,POST GRT GRAINS CRUN,16 OZ,16.0,oz,Post,Post,Post,descrip_rule,high
4300012610,43000,POST GRT GRNS RSN DA,POST GRT GRNS RSN DA,16 OZ,16.0,oz,Post,Post,Post,descrip_rule,high
4300012611,43000,POST GRT GRAINS RAIS,POST GRT GRAINS RAIS,16 OZ,16.0,oz,Post,Post,Post,descrip_rule,high
4300012950,43000,POST COCOA PEBBLES,POST COCOA PEBBLES,11 OZ,11.0,oz,Post,Post,Post,descrip_rule,high
4300012951,43000,POST COCOA PEBBLES,POST COCOA PEBBLES,13 OZ,13.0,oz,Post,Post,Post,descrip_rule,high
4300012965,43000,COCOA PEBBLES ON BOX,COCOA PEBBLES ON BOX,17 OZ,17.0,oz,Unknown,Post,Post,manufacturer_block,medium
4300012970,43000,POST FRUITY PEBBLES,POST FRUITY PEBBLES,11 OZ,11.0,oz,Post,Post,Post,descrip_rule,high
4300012971,43000,POST FRUITY PEBBLES,POST FRUITY PEBBLES,13 OZ,13.0,oz,Post,Post,Post,descrip_rule,high
4300012974,43000,FRUITY PEBBLES ON BO,FRUITY PEBBLES ON BO,17 OZ,17.0,oz,Unknown,Post,Post,manufacturer_block,medium
4300012990,43000,POST DINO PEBBLES,POST DINO PEBBLES,12.5OZ,12.5,oz,Post,Post,Post,descrip_rule,high
4300018005,43000,NABISCO SHREDDED WHE,NABISCO SHREDDED WHE,15 OZ,15.0,oz,Nabisco,Post,Nabisco,descrip_rule,low
4300018032,43000,~NABISCO 100% BRAN,NABISCO 100% BRAN,17 OZ,17.0,oz,Nabisco,Post,Nabisco,descrip_rule,low
4300018050,43000,POST SPOON SIZE SHRD,POST SPOON SIZE SHRD,23.6 O,23.6,oz,Post,Post,Post,descrip_rule,high
4300018054,43000,NAB SPOON SIZE SHRED,NAB SPOON SIZE SHRED,17.2 O,17.2,oz,Unknown,Post,Post,manufacturer_block,medium
4300018059,43000,NABISCO WHEAT N BRAN,NABISCO WHEAT N BRAN,18 OZ,18.0,oz,Nabisco,Post,Nabisco,descrip_rule,low
4300018155,43000,~NABISCO FROSTED WHE,NABISCO FROSTED WHE,15 OZ,15.0,oz,Nabisco,Post,Nabisco,descrip_rule,low
4300018160,43000,POST FROSTED SHREDDE,POST FROSTED SHREDDE,19 OZ,19.0,oz,Post,Post,Post,descrip_rule,high
4300099100,43000,HOLIDAY HOME MAG SHI,HOLIDAY HOME MAG SHI,1 CT,,count,Unknown,Post,Post,manufacturer_block,medium
5200034844,52000,POPEYE PUFFED WHEAT,POPEYE PUFFED WHEAT,6 OZ,6.0,oz,Unknown,Unknown,Unknown,unknown,low
5200034847,52000,POPEYE PUFFED RICE,POPEYE PUFFED RICE,6 OZ,6.0,oz,Unknown,Unknown,Unknown,unknown,low
5200034916,52000,POPEYE FRUIT CURLS C,POPEYE FRUIT CURLS C,14 OZ,14.0,oz,Unknown,Unknown,Unknown,unknown,low
5200034940,52000,POPEYE SWEET CRUNCH,POPEYE SWEET CRUNCH,13 OZ,13.0,oz,Unknown,Unknown,Unknown,unknown,low
5537050440,55370,LFSTREAM BRY GRANOLA,LFSTREAM BRY GRANOLA,14.9OZ,14.9,oz,Unknown,Unknown,Unknown,unknown,low
5537050730,55370,LIFESTREAM FRT & NUT,LIFESTREAM FRT & NUT,12.4OZ,12.4,oz,Unknown,Unknown,Unknown,unknown,low
5537051730,55370,LIFESTREAM FRT & NUT,LIFESTREAM FRT & NUT,12.4OZ,12.4,oz,Unknown,Unknown,Unknown,unknown,low
5571206700,55712,WEETABIX WHL WHT CER,WEETABIX WHL WHT CER,7 OZ,7.0,oz,Unknown,Unknown,Unknown,unknown,low
7151801022,71518,HODGSON MILLS OAT BR,HODGSON MILLS OAT BR,16 OZ,16.0,oz,Unknown,Unknown,Unknown,unknown,low
